Salary,Season,Player,Link,Team Name
"$350,000",1987-88,Randy Wittman,ATL,AtlantaHawks
"$225,000",1987-88,Spud Webb,ATL,AtlantaHawks
"$210,000",1987-88,Scott Hastings,ATL,AtlantaHawks
"$100,000",1987-88,John Battle,ATL,AtlantaHawks
"$75,000",1987-88,Leon Wood,ATL,AtlantaHawks
"$743,000",1985-86,Tree Rollins,ATL,AtlantaHawks
"$585,000",1985-86,Dominique Wilkins,ATL,AtlantaHawks
"$475,250",1985-86,Jon Koncak,ATL,AtlantaHawks
"$335,000",1985-86,Antoine Carr,ATL,AtlantaHawks
"$298,000",1985-86,Kevin Willis,ATL,AtlantaHawks
"$275,000",1985-86,Eddie Johnson,ATL,AtlantaHawks
"$200,000",1985-86,Randy Wittman,ATL,AtlantaHawks
"$200,000",1985-86,Cliff Levingston,ATL,AtlantaHawks
"$180,000",1985-86,Scott Hastings,ATL,AtlantaHawks
"$170,000",1985-86,Doc Rivers,ATL,AtlantaHawks
"$70,000",1985-86,John Battle,ATL,AtlantaHawks
"$70,000",1985-86,Lorenzo Charles,ATL,AtlantaHawks
"$70,000",1985-86,Spud Webb,ATL,AtlantaHawks
"$15,493,680",2015-16,David Lee,BOS,BostonCeltics
"$12,000,000",2015-16,Amir Johnson,BOS,BostonCeltics
"$7,730,337",2015-16,Avery Bradley,BOS,BostonCeltics
"$6,912,869",2015-16,Isaiah Thomas,BOS,BostonCeltics
"$6,000,000",2015-16,Jae Crowder,BOS,BostonCeltics
"$5,000,000",2015-16,Jonas Jerebko,BOS,BostonCeltics
"$3,431,040",2015-16,Marcus Smart,BOS,BostonCeltics
"$3,425,510",2015-16,Evan Turner,BOS,BostonCeltics
"$2,616,975",2015-16,Tyler Zeller,BOS,BostonCeltics
"$2,269,260",2015-16,Jared Sullinger,BOS,BostonCeltics
"$2,165,160",2015-16,Kelly Olynyk,BOS,BostonCeltics
"$2,050,397",2015-16,Zoran Dragic,BOS,BostonCeltics
"$2,038,206",2015-16,Perry Jones,BOS,BostonCeltics
"$1,824,360",2015-16,Terry Rozier,BOS,BostonCeltics
"$1,749,840",2015-16,James Young,BOS,BostonCeltics
"$1,200,000",2015-16,Jordan Mickey,BOS,BostonCeltics
"$1,148,640",2015-16,R.J. Hunter,BOS,BostonCeltics
"$25,000",2015-16,Corey Walden,BOS,BostonCeltics
"$25,000",2015-16,Levi Randolph,BOS,BostonCeltics
"$25,000",2015-16,Malcolm Miller,BOS,BostonCeltics
"$10,105,855",2014-15,Gerald Wallace,BOS,BostonCeltics
"$7,238,606",2014-15,Isaiah Thomas,BOS,BostonCeltics
"$7,191,011",2014-15,Avery Bradley,BOS,BostonCeltics
"$6,900,000",2014-15,Brandon Bass,BOS,BostonCeltics
"$4,500,000",2014-15,Jonas Jerebko,BOS,BostonCeltics
"$3,283,320",2014-15,Marcus Smart,BOS,BostonCeltics
"$3,278,000",2014-15,Evan Turner,BOS,BostonCeltics
"$2,915,908",2014-15,Will Bynum,BOS,BostonCeltics
"$2,106,720",2014-15,Nate Robinson,BOS,BostonCeltics
"$2,090,000",2014-15,Vitor Faverani,BOS,BostonCeltics
"$2,075,760",2014-15,Kelly Olynyk,BOS,BostonCeltics
"$1,750,000",2014-15,Luigi Datome,BOS,BostonCeltics
"$1,703,760",2014-15,Tyler Zeller,BOS,BostonCeltics
"$1,674,480",2014-15,James Young,BOS,BostonCeltics
"$1,424,520",2014-15,Jared Sullinger,BOS,BostonCeltics
"$915,243",2014-15,Jae Crowder,BOS,BostonCeltics
"$915,243",2014-15,Chris Douglas-Roberts,BOS,BostonCeltics
"$816,482",2014-15,Phil Pressey,BOS,BostonCeltics
"$100,000",2014-15,Erik Murphy,BOS,BostonCeltics
"$59,686",2014-15,Andre Dawkins,BOS,BostonCeltics
"$48,028",2014-15,Chris Babb,BOS,BostonCeltics
"$12,000,000",2013-14,Kris Humphries,BOS,BostonCeltics
"$11,954,545",2013-14,Rajon Rondo,BOS,BostonCeltics
"$10,105,855",2013-14,Gerald Wallace,BOS,BostonCeltics
"$8,965,000",2013-14,Jeff Green,BOS,BostonCeltics
"$6,450,000",2013-14,Brandon Bass,BOS,BostonCeltics
"$5,058,198",2013-14,Keith Bogans,BOS,BostonCeltics
"$2,511,432",2013-14,Avery Bradley,BOS,BostonCeltics
"$2,162,419",2013-14,Jordan Crawford,BOS,BostonCeltics
"$1,986,360",2013-14,Kelly Olynyk,BOS,BostonCeltics
"$1,365,720",2013-14,Jared Sullinger,BOS,BostonCeltics
"$1,210,080",2013-14,MarShon Brooks,BOS,BostonCeltics
"$16,790,345",2012-13,Paul Pierce,BOS,BostonCeltics
"$11,566,265",2012-13,Kevin Garnett,BOS,BostonCeltics
"$11,000,000",2012-13,Rajon Rondo,BOS,BostonCeltics
"$8,385,000",2012-13,Jeff Green,BOS,BostonCeltics
"$6,000,000",2012-13,Brandon Bass,BOS,BostonCeltics
"$5,000,000",2012-13,Courtney Lee,BOS,BostonCeltics
"$5,000,000",2012-13,Jason Terry,BOS,BostonCeltics
"$1,630,800",2012-13,Avery Bradley,BOS,BostonCeltics
"$1,352,181",2012-13,Chris Wilcox,BOS,BostonCeltics
"$1,352,181",2012-13,Keyon Dooling,BOS,BostonCeltics
"$1,306,920",2012-13,Jared Sullinger,BOS,BostonCeltics
"$1,254,720",2012-13,Fab Melo,BOS,BostonCeltics
"$1,198,680",2012-13,Jordan Crawford,BOS,BostonCeltics
"$296,776",2012-13,Terrence Williams,BOS,BostonCeltics
"$269,368",2012-13,D.J. White,BOS,BostonCeltics
"$236,800",2012-13,Dionte Christmas,BOS,BostonCeltics
"$189,442",2012-13,Kris Joseph,BOS,BostonCeltics
"$159,080",2012-13,Darko Milicic,BOS,BostonCeltics
"$33,431",2012-13,Jarvis Varnado,BOS,BostonCeltics
"$21,247,044",2011-12,Kevin Garnett,BOS,BostonCeltics
"$15,333,334",2011-12,Paul Pierce,BOS,BostonCeltics
"$10,045,455",2011-12,Rajon Rondo,BOS,BostonCeltics
"$10,000,000",2011-12,Ray Allen,BOS,BostonCeltics
"$6,226,200",2011-12,Jermaine O'Neal,BOS,BostonCeltics
"$4,250,000",2011-12,Brandon Bass,BOS,BostonCeltics
"$3,000,000",2011-12,Chris Wilcox,BOS,BostonCeltics
"$2,246,400",2011-12,Keyon Dooling,BOS,BostonCeltics
"$1,524,480",2011-12,Avery Bradley,BOS,BostonCeltics
"$1,223,166",2011-12,Marquis Daniels,BOS,BostonCeltics
"$1,223,166",2011-12,Sasha Pavlovic,BOS,BostonCeltics
"$1,223,166",2011-12,Mickael Pietrus,BOS,BostonCeltics
"$1,042,320",2011-12,JaJuan Johnson,BOS,BostonCeltics
"$762,195",2011-12,Greg Stiemsma,BOS,BostonCeltics
"$473,604",2011-12,E'Twaun Moore,BOS,BostonCeltics
"$18,800,000",2010-11,Kevin Garnett,BOS,BostonCeltics
"$13,876,321",2010-11,Paul Pierce,BOS,BostonCeltics
"$10,000,000",2010-11,Ray Allen,BOS,BostonCeltics
"$9,090,911",2010-11,Rajon Rondo,BOS,BostonCeltics
"$6,322,320",2010-11,Rasheed Wallace,BOS,BostonCeltics
"$5,765,000",2010-11,Jermaine O'Neal,BOS,BostonCeltics
"$5,543,116",2010-11,Nenad Krstic,BOS,BostonCeltics
"$4,455,988",2010-11,Jeff Green,BOS,BostonCeltics
"$3,300,000",2010-11,Glen Davis,BOS,BostonCeltics
"$1,418,160",2010-11,Avery Bradley,BOS,BostonCeltics
"$1,352,181",2010-11,Shaquille O'Neal,BOS,BostonCeltics
"$1,069,509",2010-11,Delonte West,BOS,BostonCeltics
"$915,852",2010-11,Von Wafer,BOS,BostonCeltics
"$136,509",2010-11,Chris Johnson,BOS,BostonCeltics
"$19,795,712",2009-10,Paul Pierce,BOS,BostonCeltics
"$18,776,860",2009-10,Ray Allen,BOS,BostonCeltics
"$16,400,000",2009-10,Kevin Garnett,BOS,BostonCeltics
"$5,854,000",2009-10,Rasheed Wallace,BOS,BostonCeltics
"$4,250,000",2009-10,Kendrick Perkins,BOS,BostonCeltics
"$4,000,000",2009-10,Nate Robinson,BOS,BostonCeltics
"$3,413,793",2009-10,Brian Scalabrine,BOS,BostonCeltics
"$3,000,000",2009-10,Glen Davis,BOS,BostonCeltics
"$2,500,000",2009-10,Tony Allen,BOS,BostonCeltics
"$2,094,922",2009-10,Rajon Rondo,BOS,BostonCeltics
"$1,990,000",2009-10,Marquis Daniels,BOS,BostonCeltics
"$825,497",2009-10,Shelden Williams,BOS,BostonCeltics
"$457,588",2009-10,Marcus Landry,BOS,BostonCeltics
"$193,802",2009-10,Lester Hudson,BOS,BostonCeltics
"$24,751,934",2008-09,Kevin Garnett,BOS,BostonCeltics
"$18,388,430",2008-09,Ray Allen,BOS,BostonCeltics
"$18,077,903",2008-09,Paul Pierce,BOS,BostonCeltics
"$4,578,880",2008-09,Kendrick Perkins,BOS,BostonCeltics
"$3,206,897",2008-09,Brian Scalabrine,BOS,BostonCeltics
"$2,650,000",2008-09,Eddie House,BOS,BostonCeltics
"$2,500,000",2008-09,Tony Allen,BOS,BostonCeltics
"$1,315,080",2008-09,Rajon Rondo,BOS,BostonCeltics
"$957,120",2008-09,J.R. Giddens,BOS,BostonCeltics
"$797,581",2008-09,Leon Powe,BOS,BostonCeltics
"$711,517",2008-09,Glen Davis,BOS,BostonCeltics
"$711,517",2008-09,Gabe Pruitt,BOS,BostonCeltics
"$542,114",2008-09,Bill Walker,BOS,BostonCeltics
"$23,750,000",2007-08,Kevin Garnett,BOS,BostonCeltics
"$16,360,094",2007-08,Paul Pierce,BOS,BostonCeltics
"$16,000,000",2007-08,Ray Allen,BOS,BostonCeltics
"$4,480,912",2007-08,Kendrick Perkins,BOS,BostonCeltics
"$3,206,000",2007-08,James Posey,BOS,BostonCeltics
"$3,000,000",2007-08,Brian Scalabrine,BOS,BostonCeltics
"$1,868,141",2007-08,Tony Allen,BOS,BostonCeltics
"$1,500,000",2007-08,Eddie House,BOS,BostonCeltics
"$1,229,280",2007-08,Rajon Rondo,BOS,BostonCeltics
"$1,219,590",2007-08,Scot Pollard,BOS,BostonCeltics
"$687,456",2007-08,Leon Powe,BOS,BostonCeltics
"$650,000",2007-08,Gabe Pruitt,BOS,BostonCeltics
"$427,163",2007-08,Glen Davis,BOS,BostonCeltics
"$130,819",2007-08,Brandon Wallace,BOS,BostonCeltics
"$15,101,625",2006-07,Paul Pierce,BOS,BostonCeltics
"$11,775,000",2006-07,Wally Szczerbiak,BOS,BostonCeltics
"$11,666,666",2006-07,Theo Ratliff,BOS,BostonCeltics
"$5,243,334",2006-07,Vin Baker,BOS,BostonCeltics
"$2,793,103",2006-07,Brian Scalabrine,BOS,BostonCeltics
"$2,091,480",2006-07,Luke Jackson,BOS,BostonCeltics
"$1,938,870",2006-07,Brian Grant,BOS,BostonCeltics
"$1,793,160",2006-07,Sebastian Telfair,BOS,BostonCeltics
"$1,689,409",2006-07,Kendrick Perkins,BOS,BostonCeltics
"$1,618,320",2006-07,Al Jefferson,BOS,BostonCeltics
"$1,347,000",2006-07,Gerald Green,BOS,BostonCeltics
"$1,143,600",2006-07,Rajon Rondo,BOS,BostonCeltics
"$1,103,225",2006-07,Michael Olowokandi,BOS,BostonCeltics
"$1,080,480",2006-07,Delonte West,BOS,BostonCeltics
"$1,037,280",2006-07,Tony Allen,BOS,BostonCeltics
"$664,209",2006-07,Ryan Gomes,BOS,BostonCeltics
"$432,000",2006-07,Leon Powe,BOS,BostonCeltics
"$412,718",2006-07,Allan Ray,BOS,BostonCeltics
"$50,000",2006-07,Kevin Pittsnogle,BOS,BostonCeltics
"$13,843,156",2005-06,Paul Pierce,BOS,BostonCeltics
"$10,623,288",2005-06,Raef LaFrentz,BOS,BostonCeltics
"$5,909,800",2005-06,Ricky Davis,BOS,BostonCeltics
"$5,515,875",2005-06,Mark Blount,BOS,BostonCeltics
"$5,333,333",2005-06,Vin Baker,BOS,BostonCeltics
"$2,586,207",2005-06,Brian Scalabrine,BOS,BostonCeltics
"$2,250,000",2005-06,Dan Dickau,BOS,BostonCeltics
"$1,969,993",2005-06,Curtis Borchardt,BOS,BostonCeltics
"$1,724,280",2005-06,Marcus Banks,BOS,BostonCeltics
"$1,512,840",2005-06,Al Jefferson,BOS,BostonCeltics
"$1,253,040",2005-06,Gerald Green,BOS,BostonCeltics
"$1,010,040",2005-06,Delonte West,BOS,BostonCeltics
"$969,696",2005-06,Tony Allen,BOS,BostonCeltics
"$936,480",2005-06,Kendrick Perkins,BOS,BostonCeltics
"$641,748",2005-06,Justin Reed,BOS,BostonCeltics
"$428,762",2005-06,Ryan Gomes,BOS,BostonCeltics
"$398,762",2005-06,Orien Greene,BOS,BostonCeltics
"$12,584,688",2004-05,Paul Pierce,BOS,BostonCeltics
"$9,714,538",2004-05,Raef LaFrentz,BOS,BostonCeltics
"$5,455,200",2004-05,Ricky Davis,BOS,BostonCeltics
"$5,408,700",2004-05,Gary Payton,BOS,BostonCeltics
"$5,333,333",2004-05,Vin Baker,BOS,BostonCeltics
"$4,903,000",2004-05,Mark Blount,BOS,BostonCeltics
"$4,800,000",2004-05,Rick Fox,BOS,BostonCeltics
"$4,800,000",2004-05,Michael Stewart,BOS,BostonCeltics
"$2,700,000",2004-05,Tom Gugliotta,BOS,BostonCeltics
"$1,611,840",2004-05,Marcus Banks,BOS,BostonCeltics
"$1,419,240",2004-05,Jiri Welsch,BOS,BostonCeltics
"$1,407,240",2004-05,Al Jefferson,BOS,BostonCeltics
"$1,337,500",2004-05,Walter McCarty,BOS,BostonCeltics
"$939,480",2004-05,Delonte West,BOS,BostonCeltics
"$901,920",2004-05,Tony Allen,BOS,BostonCeltics
"$875,400",2004-05,Kendrick Perkins,BOS,BostonCeltics
"$385,277",2004-05,Justin Reed,BOS,BostonCeltics
"$13,500,000",2003-04,Vin Baker,BOS,BostonCeltics
"$11,326,219",2003-04,Paul Pierce,BOS,BostonCeltics
"$8,178,750",2003-04,Raef LaFrentz,BOS,BostonCeltics
"$6,600,000",2003-04,Chris Mills,BOS,BostonCeltics
"$5,000,600",2003-04,Ricky Davis,BOS,BostonCeltics
"$4,480,000",2003-04,Michael Stewart,BOS,BostonCeltics
"$2,809,494",2003-04,Chris Mihm,BOS,BostonCeltics
"$1,500,000",2003-04,Jumaine Jones,BOS,BostonCeltics
"$1,499,400",2003-04,Marcus Banks,BOS,BostonCeltics
"$1,326,600",2003-04,Jiri Welsch,BOS,BostonCeltics
"$1,200,000",2003-04,Walter McCarty,BOS,BostonCeltics
"$944,922",2003-04,Mark Blount,BOS,BostonCeltics
"$814,320",2003-04,Kendrick Perkins,BOS,BostonCeltics
"$638,679",2003-04,Mike James,BOS,BostonCeltics
"$366,931",2003-04,Brandon Hunter,BOS,BostonCeltics
"$12,375,000",2002-03,Vin Baker,BOS,BostonCeltics
"$12,375,000",2002-03,Antoine Walker,BOS,BostonCeltics
"$10,067,750",2002-03,Paul Pierce,BOS,BostonCeltics
"$5,004,000",2002-03,Eric Williams,BOS,BostonCeltics
"$4,000,000",2002-03,Tony Battie,BOS,BostonCeltics
"$2,700,000",2002-03,Tony Delk,BOS,BostonCeltics
"$2,000,000",2002-03,Shammond Williams,BOS,BostonCeltics
"$1,643,040",2002-03,Kedrick Brown,BOS,BostonCeltics
"$762,435",2002-03,Walter McCarty,BOS,BostonCeltics
"$637,435",2002-03,Bruno Sundov,BOS,BostonCeltics
"$587,435",2002-03,Ruben Wolkowyski,BOS,BostonCeltics
"$349,458",2002-03,J.R. Bremer,BOS,BostonCeltics
"$46,642",2002-03,Mikki Moore,BOS,BostonCeltics
"$11,250,000",2001-02,Antoine Walker,BOS,BostonCeltics
"$8,350,000",2001-02,Kenny Anderson,BOS,BostonCeltics
"$4,762,500",2001-02,Vitaly Potapenko,BOS,BostonCeltics
"$4,448,000",2001-02,Eric Williams,BOS,BostonCeltics
"$3,600,000",2001-02,Tony Battie,BOS,BostonCeltics
"$3,125,000",2001-02,Walter McCarty,BOS,BostonCeltics
"$2,475,000",2001-02,Randy Brown,BOS,BostonCeltics
"$2,051,271",2001-02,Paul Pierce,BOS,BostonCeltics
"$1,608,840",2001-02,Joe Johnson,BOS,BostonCeltics
"$1,528,440",2001-02,Kedrick Brown,BOS,BostonCeltics
"$1,509,001",2001-02,Roshown McLeod,BOS,BostonCeltics
"$939,360",2001-02,Joseph Forte,BOS,BostonCeltics
"$690,000",2001-02,Milt Palacio,BOS,BostonCeltics
"$637,415",2001-02,Erick Strickland,BOS,BostonCeltics
"$540,850",2001-02,Mark Blount,BOS,BostonCeltics
"$10,130,000",2000-01,Antoine Walker,BOS,BostonCeltics
"$7,520,000",2000-01,Kenny Anderson,BOS,BostonCeltics
"$5,920,000",2000-01,Bryant Stith,BOS,BostonCeltics
"$4,290,000",2000-01,Vitaly Potapenko,BOS,BostonCeltics
"$3,890,000",2000-01,Eric Williams,BOS,BostonCeltics
"$3,240,000",2000-01,Greg Minor,BOS,BostonCeltics
"$3,200,000",2000-01,Tony Battie,BOS,BostonCeltics
"$2,670,000",2000-01,Walter McCarty,BOS,BostonCeltics
"$2,250,000",2000-01,Randy Brown,BOS,BostonCeltics
"$2,100,000",2000-01,Hot Rod Williams,BOS,BostonCeltics
"$1,608,840",2000-01,Paul Pierce,BOS,BostonCeltics
"$1,461,960",2000-01,Jerome Moiso,BOS,BostonCeltics
"$1,200,000",2000-01,Chris Carr,BOS,BostonCeltics
"$548,500",2000-01,Doug Overton,BOS,BostonCeltics
"$498,500",2000-01,Adrian Griffin,BOS,BostonCeltics
"$316,969",2000-01,Mark Blount,BOS,BostonCeltics
"$316,969",2000-01,Chris Herren,BOS,BostonCeltics
"$316,969",2000-01,Milt Palacio,BOS,BostonCeltics
"$9,000,000",1999-00,Antoine Walker,BOS,BostonCeltics
"$6,680,000",1999-00,Kenny Anderson,BOS,BostonCeltics
"$3,810,000",1999-00,Vitaly Potapenko,BOS,BostonCeltics
"$3,500,000",1999-00,Dana Barros,BOS,BostonCeltics
"$3,336,000",1999-00,Eric Williams,BOS,BostonCeltics
"$2,880,000",1999-00,Greg Minor,BOS,BostonCeltics
"$2,750,000",1999-00,Pervis Ellison,BOS,BostonCeltics
"$2,530,920",1999-00,Tony Battie,BOS,BostonCeltics
"$2,500,000",1999-00,Walter McCarty,BOS,BostonCeltics
"$2,270,500",1999-00,Dino Radja,BOS,BostonCeltics
"$2,000,000",1999-00,Calbert Cheaney,BOS,BostonCeltics
"$1,678,800",1999-00,Danny Fortson,BOS,BostonCeltics
"$1,503,960",1999-00,Paul Pierce,BOS,BostonCeltics
"$550,000",1999-00,Eric Washington,BOS,BostonCeltics
"$492,000",1999-00,Doug Overton,BOS,BostonCeltics
"$385,000",1999-00,Adrian Griffin,BOS,BostonCeltics
"$229,059",1999-00,Marty Conlon,BOS,BostonCeltics
"$30,000",1999-00,Wayne Turner,BOS,BostonCeltics
"$26,636",1999-00,Jamel Thomas,BOS,BostonCeltics
"$5,845,000",1998-99,Kenny Anderson,BOS,BostonCeltics
"$3,500,000",1998-99,Dana Barros,BOS,BostonCeltics
"$2,520,000",1998-99,Greg Minor,BOS,BostonCeltics
"$2,500,000",1998-99,Dino Radja,BOS,BostonCeltics
"$2,420,000",1998-99,Pervis Ellison,BOS,BostonCeltics
"$2,381,000",1998-99,Popeye Jones,BOS,BostonCeltics
"$2,238,000",1998-99,Tony Battie,BOS,BostonCeltics
"$2,107,000",1998-99,Antoine Walker,BOS,BostonCeltics
"$2,033,000",1998-99,Ron Mercer,BOS,BostonCeltics
"$1,339,000",1998-99,Vitaly Potapenko,BOS,BostonCeltics
"$1,165,000",1998-99,Paul Pierce,BOS,BostonCeltics
"$975,000",1998-99,Walter McCarty,BOS,BostonCeltics
"$953,856",1998-99,Dontae' Jones,BOS,BostonCeltics
"$662,500",1998-99,Dwayne Schintzius,BOS,BostonCeltics
"$537,500",1998-99,Eric Riley,BOS,BostonCeltics
"$507,000",1998-99,Bruce Bowen,BOS,BostonCeltics
"$287,500",1998-99,Marlon Garnett,BOS,BostonCeltics
"$287,500",1998-99,Damon Jones,BOS,BostonCeltics
"$3,500,000",1997-98,Dee Brown,BOS,BostonCeltics
"$3,400,000",1997-98,Dana Barros,BOS,BostonCeltics
"$2,500,000",1997-98,Dino Radja,BOS,BostonCeltics
"$2,384,640",1997-98,Chauncey Billups,BOS,BostonCeltics
"$2,160,000",1997-98,Greg Minor,BOS,BostonCeltics
"$2,090,000",1997-98,Pervis Ellison,BOS,BostonCeltics
"$2,000,000",1997-98,Travis Knight,BOS,BostonCeltics
"$1,864,080",1997-98,Antoine Walker,BOS,BostonCeltics
"$1,768,320",1997-98,Ron Mercer,BOS,BostonCeltics
"$1,200,000",1997-98,Andrew DeClercq,BOS,BostonCeltics
"$862,560",1997-98,Walter McCarty,BOS,BostonCeltics
"$794,880",1997-98,Dontae' Jones,BOS,BostonCeltics
"$763,080",1997-98,Roy Rogers,BOS,BostonCeltics
"$640,440",1997-98,John Thomas,BOS,BostonCeltics
"$422,500",1997-98,Bruce Bowen,BOS,BostonCeltics
"$400,000",1997-98,Tyus Edney,BOS,BostonCeltics
"$50,000",1997-98,Scott Brooks,BOS,BostonCeltics
"$5,313,000",1996-97,Dino Radja,BOS,BostonCeltics
"$3,400,000",1996-97,Dana Barros,BOS,BostonCeltics
"$3,250,000",1996-97,Dee Brown,BOS,BostonCeltics
"$2,915,000",1996-97,Todd Day,BOS,BostonCeltics
"$1,800,000",1996-97,Greg Minor,BOS,BostonCeltics
"$1,760,000",1996-97,Pervis Ellison,BOS,BostonCeltics
"$1,750,000",1996-97,Rick Fox,BOS,BostonCeltics
"$1,620,000",1996-97,Antoine Walker,BOS,BostonCeltics
"$1,500,000",1996-97,Frank Brickowski,BOS,BostonCeltics
"$1,008,000",1996-97,Eric Williams,BOS,BostonCeltics
"$500,000",1996-97,Alton Lister,BOS,BostonCeltics
"$350,000",1996-97,David Wesley,BOS,BostonCeltics
"$247,500",1996-97,Marty Conlon,BOS,BostonCeltics
"$220,000",1996-97,Steve Hamer,BOS,BostonCeltics
"$220,000",1996-97,Brett Szabo,BOS,BostonCeltics
"$3,300,000",1995-96,Dana Barros,BOS,BostonCeltics
"$3,000,000",1995-96,Dee Brown,BOS,BostonCeltics
"$2,640,000",1995-96,Dino Radja,BOS,BostonCeltics
"$2,518,000",1995-96,Todd Day,BOS,BostonCeltics
"$1,750,000",1995-96,Rick Fox,BOS,BostonCeltics
"$1,430,000",1995-96,Pervis Ellison,BOS,BostonCeltics
"$1,040,000",1995-96,Eric Montross,BOS,BostonCeltics
"$876,000",1995-96,Eric Williams,BOS,BostonCeltics
"$450,000",1995-96,Doug Smith,BOS,BostonCeltics
"$325,000",1995-96,Greg Minor,BOS,BostonCeltics
"$300,000",1995-96,Junior Burrough,BOS,BostonCeltics
"$300,000",1995-96,Alton Lister,BOS,BostonCeltics
"$300,000",1995-96,David Wesley,BOS,BostonCeltics
"$2,820,000",1994-95,Dominique Wilkins,BOS,BostonCeltics
"$2,731,000",1994-95,Sherman Douglas,BOS,BostonCeltics
"$2,640,000",1994-95,Xavier McDaniel,BOS,BostonCeltics
"$2,500,000",1994-95,Dee Brown,BOS,BostonCeltics
"$2,145,000",1994-95,Dino Radja,BOS,BostonCeltics
"$1,750,000",1994-95,Rick Fox,BOS,BostonCeltics
"$1,700,000",1994-95,Blue Edwards,BOS,BostonCeltics
"$1,100,000",1994-95,Pervis Ellison,BOS,BostonCeltics
"$845,000",1994-95,Acie Earl,BOS,BostonCeltics
"$831,000",1994-95,Stojko Vrankovic,BOS,BostonCeltics
"$800,000",1994-95,Eric Montross,BOS,BostonCeltics
"$500,000",1994-95,Derek Strong,BOS,BostonCeltics
"$250,000",1994-95,Greg Minor,BOS,BostonCeltics
"$250,000",1994-95,David Wesley,BOS,BostonCeltics
"$150,000",1994-95,Tony Harris,BOS,BostonCeltics
"$150,000",1994-95,Matt Wenstrom,BOS,BostonCeltics
"$4,000,000",1993-94,Robert Parish,BOS,BostonCeltics
"$2,300,000",1993-94,Sherman Douglas,BOS,BostonCeltics
"$2,145,000",1993-94,Xavier McDaniel,BOS,BostonCeltics
"$1,650,000",1993-94,Dino Radja,BOS,BostonCeltics
"$1,470,000",1993-94,Ed Pinckney,BOS,BostonCeltics
"$1,100,000",1993-94,Kevin Gamble,BOS,BostonCeltics
"$1,025,000",1993-94,Dee Brown,BOS,BostonCeltics
"$831,000",1993-94,Stojko Vrankovic,BOS,BostonCeltics
"$805,000",1993-94,Alaa Abdelnaby,BOS,BostonCeltics
"$755,000",1993-94,Rick Fox,BOS,BostonCeltics
"$650,000",1993-94,Acie Earl,BOS,BostonCeltics
"$600,000",1993-94,John Bagley,BOS,BostonCeltics
"$250,000",1993-94,Lorenzo Williams,BOS,BostonCeltics
"$150,000",1993-94,Chris Corchiani,BOS,BostonCeltics
"$150,000",1993-94,Matt Wenstrom,BOS,BostonCeltics
"$3,513,000",1992-93,Robert Parish,BOS,BostonCeltics
"$3,500,000",1992-93,Kevin McHale,BOS,BostonCeltics
"$3,320,000",1992-93,Reggie Lewis,BOS,BostonCeltics
"$2,300,000",1992-93,Larry Bird,BOS,BostonCeltics
"$1,869,000",1992-93,Xavier McDaniel,BOS,BostonCeltics
"$1,869,000",1992-93,Sherman Douglas,BOS,BostonCeltics
"$1,200,000",1992-93,Kevin Gamble,BOS,BostonCeltics
"$1,150,000",1992-93,Joe Kleine,BOS,BostonCeltics
"$1,150,000",1992-93,Ed Pinckney,BOS,BostonCeltics
"$865,000",1992-93,Dee Brown,BOS,BostonCeltics
"$831,000",1992-93,Stojko Vrankovic,BOS,BostonCeltics
"$711,000",1992-93,Dino Radja,BOS,BostonCeltics
"$650,000",1992-93,Rick Fox,BOS,BostonCeltics
"$650,000",1992-93,Michael Smith,BOS,BostonCeltics
"$550,000",1992-93,John Bagley,BOS,BostonCeltics
"$500,000",1992-93,Alaa Abdelnaby,BOS,BostonCeltics
"$140,000",1992-93,A.J. Wynder,BOS,BostonCeltics
"$140,000",1992-93,Marcus Webb,BOS,BostonCeltics
"$140,000",1992-93,Bart Kofoed,BOS,BostonCeltics
"$140,000",1992-93,Kenny Battle,BOS,BostonCeltics
"$29,000",1992-93,Joe Wolf,BOS,BostonCeltics
"$7,070,000",1991-92,Larry Bird,BOS,BostonCeltics
"$3,500,000",1991-92,Kevin McHale,BOS,BostonCeltics
"$3,340,000",1991-92,Reggie Lewis,BOS,BostonCeltics
"$3,000,000",1991-92,Robert Parish,BOS,BostonCeltics
"$1,400,000",1991-92,Kevin Gamble,BOS,BostonCeltics
"$1,313,000",1991-92,Brian Shaw,BOS,BostonCeltics
"$950,000",1991-92,Joe Kleine,BOS,BostonCeltics
"$900,000",1991-92,Ed Pinckney,BOS,BostonCeltics
"$705,000",1991-92,Dee Brown,BOS,BostonCeltics
"$665,000",1991-92,Stojko Vrankovic,BOS,BostonCeltics
"$625,000",1991-92,Michael Smith,BOS,BostonCeltics
"$550,000",1991-92,John Bagley,BOS,BostonCeltics
"$525,000",1991-92,Rick Fox,BOS,BostonCeltics
"$315,000",1991-92,Rickey Green,BOS,BostonCeltics
"$225,000",1991-92,Jim Paxson,BOS,BostonCeltics
"$130,000",1991-92,Kevin Pritchard,BOS,BostonCeltics
"$130,000",1991-92,A.J. Wynder,BOS,BostonCeltics
"$2,500,000",1990-91,Robert Parish,BOS,BostonCeltics
"$1,500,000",1990-91,Larry Bird,BOS,BostonCeltics
"$1,400,000",1990-91,Kevin McHale,BOS,BostonCeltics
"$1,212,000",1990-91,Brian Shaw,BOS,BostonCeltics
"$850,000",1990-91,Joe Kleine,BOS,BostonCeltics
"$750,000",1990-91,Ed Pinckney,BOS,BostonCeltics
