Salary,Season,Player,Link,Team Name
"$664,000",1996-97,Roy Rogers,VAN,VancouverGrizzlies
"$321,000",1996-97,Lawrence Moten,VAN,VancouverGrizzlies
"$247,500",1996-97,Doug Edwards,VAN,VancouverGrizzlies
"$247,500",1996-97,Rich Manning,VAN,VancouverGrizzlies
"$220,000",1996-97,Chris Robinson,VAN,VancouverGrizzlies
"$2,478,000",1995-96,Gerald Wilkins,VAN,VancouverGrizzlies
"$2,000,000",1995-96,Eric Murdock,VAN,VancouverGrizzlies
"$1,900,000",1995-96,Blue Edwards,VAN,VancouverGrizzlies
"$1,673,000",1995-96,Greg Anthony,VAN,VancouverGrizzlies
"$1,650,000",1995-96,Byron Scott,VAN,VancouverGrizzlies
"$1,474,000",1995-96,Bryant Reeves,VAN,VancouverGrizzlies
"$1,450,000",1995-96,Kenny Gattison,VAN,VancouverGrizzlies
"$1,328,000",1995-96,Eric Mobley,VAN,VancouverGrizzlies
"$1,040,000",1995-96,Doug Edwards,VAN,VancouverGrizzlies
"$950,000",1995-96,Anthony Avent,VAN,VancouverGrizzlies
"$425,000",1995-96,Darrick Martin,VAN,VancouverGrizzlies
"$400,000",1995-96,Antonio Harvey,VAN,VancouverGrizzlies
"$280,000",1995-96,Lawrence Moten,VAN,VancouverGrizzlies
"$225,000",1995-96,Ashraf Amaya,VAN,VancouverGrizzlies
"$225,000",1995-96,Chris King,VAN,VancouverGrizzlies
"$22,192,730",2015-16,Chris Bosh,MIA,MiamiHeat
"$20,000,000",2015-16,Dwyane Wade,MIA,MiamiHeat
"$14,780,000",2015-16,Goran Dragic,MIA,MiamiHeat
"$10,151,612",2015-16,Luol Deng,MIA,MiamiHeat
"$5,543,725",2015-16,Josh McRoberts,MIA,MiamiHeat
"$5,000,000",2015-16,Chris Andersen,MIA,MiamiHeat
"$2,854,940",2015-16,Udonis Haslem,MIA,MiamiHeat
"$2,481,720",2015-16,Justise Winslow,MIA,MiamiHeat
"$2,170,465",2015-16,Beno Udrih,MIA,MiamiHeat
"$1,499,187",2015-16,Amar'e Stoudemire,MIA,MiamiHeat
"$1,356,000",2015-16,Gerald Green,MIA,MiamiHeat
"$981,348",2015-16,Hassan Whiteside,MIA,MiamiHeat
"$845,059",2015-16,Jarnell Stokes,MIA,MiamiHeat
"$845,059",2015-16,Tyler Johnson,MIA,MiamiHeat
"$525,093",2015-16,Josh Richardson,MIA,MiamiHeat
"$20,644,400",2014-15,Chris Bosh,MIA,MiamiHeat
"$15,000,000",2014-15,Dwyane Wade,MIA,MiamiHeat
"$9,714,461",2014-15,Luol Deng,MIA,MiamiHeat
"$7,500,000",2014-15,Goran Dragic,MIA,MiamiHeat
"$6,600,000",2014-15,Mike Miller,MIA,MiamiHeat
"$5,375,000",2014-15,Chris Andersen,MIA,MiamiHeat
"$5,305,000",2014-15,Josh McRoberts,MIA,MiamiHeat
"$4,000,000",2014-15,Mario Chalmers,MIA,MiamiHeat
"$2,732,000",2014-15,Udonis Haslem,MIA,MiamiHeat
"$1,962,103",2014-15,Zoran Dragic,MIA,MiamiHeat
"$1,238,640",2014-15,Shabazz Napier,MIA,MiamiHeat
"$769,881",2014-15,Hassan Whiteside,MIA,MiamiHeat
"$507,336",2014-15,James Ennis,MIA,MiamiHeat
"$507,336",2014-15,Tyler Johnson,MIA,MiamiHeat
"$330,226",2014-15,Michael Beasley,MIA,MiamiHeat
"$115,422",2014-15,Henry Walker,MIA,MiamiHeat
"$50,000",2014-15,Khem Birch,MIA,MiamiHeat
"$19,067,500",2013-14,Chris Bosh,MIA,MiamiHeat
"$19,067,500",2013-14,LeBron James,MIA,MiamiHeat
"$18,673,000",2013-14,Dwyane Wade,MIA,MiamiHeat
"$4,340,000",2013-14,Udonis Haslem,MIA,MiamiHeat
"$4,000,000",2013-14,Mario Chalmers,MIA,MiamiHeat
"$3,800,000",2013-14,Joel Anthony,MIA,MiamiHeat
"$3,270,000",2013-14,Shane Battier,MIA,MiamiHeat
"$3,229,050",2013-14,Ray Allen,MIA,MiamiHeat
"$1,399,507",2013-14,Rashard Lewis,MIA,MiamiHeat
"$1,399,507",2013-14,Chris Andersen,MIA,MiamiHeat
"$1,129,200",2013-14,Norris Cole,MIA,MiamiHeat
"$1,027,424",2013-14,Greg Oden,MIA,MiamiHeat
"$1,027,424",2013-14,Michael Beasley,MIA,MiamiHeat
"$788,872",2013-14,Jarvis Varnado,MIA,MiamiHeat
"$17,545,000",2012-13,Chris Bosh,MIA,MiamiHeat
"$17,545,000",2012-13,LeBron James,MIA,MiamiHeat
"$17,182,000",2012-13,Dwyane Wade,MIA,MiamiHeat
"$5,800,000",2012-13,Mike Miller,MIA,MiamiHeat
"$4,060,000",2012-13,Udonis Haslem,MIA,MiamiHeat
"$4,000,000",2012-13,Mario Chalmers,MIA,MiamiHeat
"$3,750,000",2012-13,Joel Anthony,MIA,MiamiHeat
"$3,135,000",2012-13,Shane Battier,MIA,MiamiHeat
"$3,090,000",2012-13,Ray Allen,MIA,MiamiHeat
"$1,500,000",2012-13,James Jones,MIA,MiamiHeat
"$1,352,181",2012-13,Rashard Lewis,MIA,MiamiHeat
"$1,082,520",2012-13,Norris Cole,MIA,MiamiHeat
"$699,952",2012-13,Chris Andersen,MIA,MiamiHeat
"$354,197",2012-13,Josh Harrellson,MIA,MiamiHeat
"$275,805",2012-13,Jarvis Varnado,MIA,MiamiHeat
"$186,656",2012-13,Terrel Harris,MIA,MiamiHeat
"$16,022,500",2011-12,Chris Bosh,MIA,MiamiHeat
"$16,022,500",2011-12,LeBron James,MIA,MiamiHeat
"$15,691,000",2011-12,Dwyane Wade,MIA,MiamiHeat
"$5,400,000",2011-12,Mike Miller,MIA,MiamiHeat
"$4,000,000",2011-12,Mario Chalmers,MIA,MiamiHeat
"$3,780,000",2011-12,Udonis Haslem,MIA,MiamiHeat
"$3,600,000",2011-12,Joel Anthony,MIA,MiamiHeat
"$3,000,000",2011-12,Shane Battier,MIA,MiamiHeat
"$1,500,000",2011-12,James Jones,MIA,MiamiHeat
"$1,352,181",2011-12,Juwan Howard,MIA,MiamiHeat
"$1,229,255",2011-12,Eddy Curry,MIA,MiamiHeat
"$1,035,960",2011-12,Norris Cole,MIA,MiamiHeat
"$762,195",2011-12,Dexter Pittman,MIA,MiamiHeat
"$473,604",2011-12,Terrel Harris,MIA,MiamiHeat
"$248,263",2011-12,Mickell Gladness,MIA,MiamiHeat
"$14,500,000",2010-11,Chris Bosh,MIA,MiamiHeat
"$14,500,000",2010-11,LeBron James,MIA,MiamiHeat
"$14,200,000",2010-11,Dwyane Wade,MIA,MiamiHeat
"$5,000,000",2010-11,Mike Miller,MIA,MiamiHeat
"$3,500,000",2010-11,Udonis Haslem,MIA,MiamiHeat
"$3,300,000",2010-11,Joel Anthony,MIA,MiamiHeat
"$1,352,181",2010-11,Eddie House,MIA,MiamiHeat
"$1,352,181",2010-11,Juwan Howard,MIA,MiamiHeat
"$1,352,181",2010-11,Zydrunas Ilgauskas,MIA,MiamiHeat
"$1,229,255",2010-11,Jamaal Magloire,MIA,MiamiHeat
"$1,223,166",2010-11,Carlos Arroyo,MIA,MiamiHeat
"$1,129,469",2010-11,Erick Dampier,MIA,MiamiHeat
"$1,069,509",2010-11,James Jones,MIA,MiamiHeat
"$854,389",2010-11,Mario Chalmers,MIA,MiamiHeat
"$473,604",2010-11,Patrick Beverly,MIA,MiamiHeat
"$473,604",2010-11,Da'Sean Butler,MIA,MiamiHeat
"$473,604",2010-11,Dexter Pittman,MIA,MiamiHeat
"$222,712",2010-11,Jerry Stackhouse,MIA,MiamiHeat
"$23,016,000",2009-10,Jermaine O'Neal,MIA,MiamiHeat
"$15,779,912",2009-10,Dwyane Wade,MIA,MiamiHeat
"$9,352,400",2009-10,Quentin Richardson,MIA,MiamiHeat
"$7,100,000",2009-10,Udonis Haslem,MIA,MiamiHeat
"$4,638,600",2009-10,Michael Beasley,MIA,MiamiHeat
"$4,320,000",2009-10,James Jones,MIA,MiamiHeat
"$2,750,000",2009-10,Dorell Wright,MIA,MiamiHeat
"$1,362,120",2009-10,Daequan Cook,MIA,MiamiHeat
"$1,229,225",2009-10,Jamaal Magloire,MIA,MiamiHeat
"$1,107,572",2009-10,Carlos Arroyo,MIA,MiamiHeat
"$945,000",2009-10,Yakhouba Diawara,MIA,MiamiHeat
"$825,497",2009-10,Joel Anthony,MIA,MiamiHeat
"$773,500",2009-10,Mario Chalmers,MIA,MiamiHeat
"$753,133",2009-10,Rafer Alston,MIA,MiamiHeat
"$255,054",2009-10,Shavlik Randolph,MIA,MiamiHeat
"$21,372,000",2008-09,Jermaine O'Neal,MIA,MiamiHeat
"$14,410,581",2008-09,Dwyane Wade,MIA,MiamiHeat
"$8,513,916",2008-09,Mark Blount,MIA,MiamiHeat
"$6,575,000",2008-09,Udonis Haslem,MIA,MiamiHeat
"$4,314,960",2008-09,Michael Beasley,MIA,MiamiHeat
"$4,010,000",2008-09,James Jones,MIA,MiamiHeat
"$2,612,835",2008-09,Dorell Wright,MIA,MiamiHeat
"$1,660,000",2008-09,Smush Parker,MIA,MiamiHeat
"$1,273,200",2008-09,Daequan Cook,MIA,MiamiHeat
"$1,141,838",2008-09,Jamaal Magloire,MIA,MiamiHeat
"$972,581",2008-09,Chris Quinn,MIA,MiamiHeat
"$875,000",2008-09,Yakhouba Diawara,MIA,MiamiHeat
"$711,517",2008-09,Joel Anthony,MIA,MiamiHeat
"$711,517",2008-09,Jamario Moon,MIA,MiamiHeat
"$700,000",2008-09,Mario Chalmers,MIA,MiamiHeat
"$442,114",2008-09,Jason Richards,MIA,MiamiHeat
"$16,440,000",2007-08,Shawn Marion,MIA,MiamiHeat
"$13,041,250",2007-08,Dwyane Wade,MIA,MiamiHeat
"$8,937,500",2007-08,Jason Williams,MIA,MiamiHeat
"$7,901,040",2007-08,Mark Blount,MIA,MiamiHeat
"$6,819,000",2007-08,Ricky Davis,MIA,MiamiHeat
"$6,050,000",2007-08,Udonis Haslem,MIA,MiamiHeat
"$3,966,207",2007-08,Marcus Banks,MIA,MiamiHeat
"$2,762,500",2007-08,Alonzo Mourning,MIA,MiamiHeat
"$2,250,000",2007-08,Smush Parker,MIA,MiamiHeat
"$2,040,746",2007-08,Dorell Wright,MIA,MiamiHeat
"$1,184,400",2007-08,Daequan Cook,MIA,MiamiHeat
"$973,328",2007-08,Earl Barron,MIA,MiamiHeat
"$687,456",2007-08,Alexander Johnson,MIA,MiamiHeat
"$687,456",2007-08,Chris Quinn,MIA,MiamiHeat
"$427,163",2007-08,Joel Anthony,MIA,MiamiHeat
"$320,142",2007-08,Anfernee Hardaway,MIA,MiamiHeat
"$279,415",2007-08,Luke Jackson,MIA,MiamiHeat
"$20,000,000",2006-07,Shaquille O'Neal,MIA,MiamiHeat
"$8,250,000",2006-07,Jason Williams,MIA,MiamiHeat
"$7,606,820",2006-07,Antoine Walker,MIA,MiamiHeat
"$6,392,100",2006-07,James Posey,MIA,MiamiHeat
"$5,525,000",2006-07,Udonis Haslem,MIA,MiamiHeat
"$3,841,443",2006-07,Dwyane Wade,MIA,MiamiHeat
"$2,880,000",2006-07,Michael Doleac,MIA,MiamiHeat
"$2,500,000",2006-07,Alonzo Mourning,MIA,MiamiHeat
"$1,325,160",2006-07,Dorell Wright,MIA,MiamiHeat
"$1,188,000",2006-07,Jason Kapono,MIA,MiamiHeat
"$1,178,348",2006-07,Gary Payton,MIA,MiamiHeat
"$932,760",2006-07,Wayne Simien,MIA,MiamiHeat
"$744,551",2006-07,Earl Barron,MIA,MiamiHeat
"$531,694",2006-07,Eddie Jones,MIA,MiamiHeat
"$412,718",2006-07,Robert Hite,MIA,MiamiHeat
"$412,718",2006-07,Chris Quinn,MIA,MiamiHeat
"$400,000",2006-07,Derek Anderson,MIA,MiamiHeat
"$150,000",2006-07,Mike Gansey,MIA,MiamiHeat
"$75,000",2006-07,Daniel Horton,MIA,MiamiHeat
"$70,000",2006-07,Vincent Grier,MIA,MiamiHeat
"$20,000,000",2005-06,Shaquille O'Neal,MIA,MiamiHeat
"$7,562,500",2005-06,Jason Williams,MIA,MiamiHeat
"$6,880,000",2005-06,Antoine Walker,MIA,MiamiHeat
"$5,900,400",2005-06,James Posey,MIA,MiamiHeat
"$5,000,000",2005-06,Udonis Haslem,MIA,MiamiHeat
"$3,031,920",2005-06,Dwyane Wade,MIA,MiamiHeat
"$2,640,000",2005-06,Michael Doleac,MIA,MiamiHeat
"$1,760,000",2005-06,Wesley Person,MIA,MiamiHeat
"$1,238,640",2005-06,Dorell Wright,MIA,MiamiHeat
"$1,138,500",2005-06,Gary Payton,MIA,MiamiHeat
"$1,138,500",2005-06,Alonzo Mourning,MIA,MiamiHeat
"$1,100,000",2005-06,Jason Kapono,MIA,MiamiHeat
"$1,035,000",2005-06,Shandon Anderson,MIA,MiamiHeat
"$867,720",2005-06,Wayne Simien,MIA,MiamiHeat
"$641,748",2005-06,Andre Emmett,MIA,MiamiHeat
"$398,762",2005-06,Earl Barron,MIA,MiamiHeat
"$359,858",2005-06,Gerald Fitch,MIA,MiamiHeat
"$38,904",2005-06,Matt Walsh,MIA,MiamiHeat
"$27,696,430",2004-05,Shaquille O'Neal,MIA,MiamiHeat
"$13,455,000",2004-05,Eddie Jones,MIA,MiamiHeat
"$2,834,160",2004-05,Dwyane Wade,MIA,MiamiHeat
"$2,503,000",2004-05,Damon Jones,MIA,MiamiHeat
"$2,400,000",2004-05,Michael Doleac,MIA,MiamiHeat
"$1,950,625",2004-05,Malik Allen,MIA,MiamiHeat
"$1,600,000",2004-05,Wesley Person,MIA,MiamiHeat
"$1,200,000",2004-05,Rasual Butler,MIA,MiamiHeat
"$1,152,240",2004-05,Dorell Wright,MIA,MiamiHeat
"$1,100,000",2004-05,Christian Laettner,MIA,MiamiHeat
"$873,699",2004-05,Shandon Anderson,MIA,MiamiHeat
"$745,046",2004-05,Keyon Dooling,MIA,MiamiHeat
"$745,046",2004-05,Wang Zhizhi,MIA,MiamiHeat
"$620,046",2004-05,Jerome Beasley,MIA,MiamiHeat
"$620,046",2004-05,Udonis Haslem,MIA,MiamiHeat
"$28,191",2004-05,Matt Freije,MIA,MiamiHeat
"$12,333,750",2003-04,Eddie Jones,MIA,MiamiHeat
"$12,130,648",2003-04,Brian Grant,MIA,MiamiHeat
"$9,963,596",2003-04,Lamar Odom,MIA,MiamiHeat
"$2,636,400",2003-04,Dwyane Wade,MIA,MiamiHeat
"$1,804,680",2003-04,Caron Butler,MIA,MiamiHeat
"$1,700,000",2003-04,Samaki Walker,MIA,MiamiHeat
"$1,510,000",2003-04,Malik Allen,MIA,MiamiHeat
"$1,070,000",2003-04,Bimbo Coles,MIA,MiamiHeat
"$813,679",2003-04,John Wallace,MIA,MiamiHeat
"$688,679",2003-04,Rafer Alston,MIA,MiamiHeat
"$638,679",2003-04,Loren Woods,MIA,MiamiHeat
"$563,679",2003-04,Rasual Butler,MIA,MiamiHeat
"$530,943",2003-04,Wang Zhizhi,MIA,MiamiHeat
"$366,931",2003-04,Jerome Beasley,MIA,MiamiHeat
"$366,931",2003-04,Udonis Haslem,MIA,MiamiHeat
"$221,829",2003-04,Tyrone Hill,MIA,MiamiHeat
"$8,950",2003-04,Kirk Penney,MIA,MiamiHeat
"$20,629,800",2002-03,Alonzo Mourning,MIA,MiamiHeat
"$11,212,500",2002-03,Eddie Jones,MIA,MiamiHeat
"$11,027,862",2002-03,Brian Grant,MIA,MiamiHeat
"$3,656,250",2002-03,Anthony Carter,MIA,MiamiHeat
"$3,100,000",2002-03,LaPhonso Ellis,MIA,MiamiHeat
"$1,678,800",2002-03,Caron Butler,MIA,MiamiHeat
"$1,400,000",2002-03,Travis Best,MIA,MiamiHeat
"$1,350,000",2002-03,Vladimir Stepania,MIA,MiamiHeat
"$637,435",2002-03,Eddie House,MIA,MiamiHeat
"$612,435",2002-03,Sean Marks,MIA,MiamiHeat
"$512,435",2002-03,Malik Allen,MIA,MiamiHeat
"$512,435",2002-03,Mike James,MIA,MiamiHeat
"$349,458",2002-03,Rasual Butler,MIA,MiamiHeat
"$349,458",2002-03,Ken Johnson,MIA,MiamiHeat
"$349,458",2002-03,Sean Lampley,MIA,MiamiHeat
"$18,754,800",2001-02,Alonzo Mourning,MIA,MiamiHeat
"$10,091,250",2001-02,Eddie Jones,MIA,MiamiHeat
"$9,925,076",2001-02,Brian Grant,MIA,MiamiHeat
"$3,250,000",2001-02,Anthony Carter,MIA,MiamiHeat
"$3,000,000",2001-02,LaPhonso Ellis,MIA,MiamiHeat
"$2,504,227",2001-02,Chris Gatling,MIA,MiamiHeat
"$1,538,000",2001-02,Kendall Gill,MIA,MiamiHeat
"$1,000,000",2001-02,Rod Strickland,MIA,MiamiHeat
"$789,170",2001-02,Jim Jackson,MIA,MiamiHeat
"$565,850",2001-02,Sean Marks,MIA,MiamiHeat
"$565,850",2001-02,Vladimir Stepania,MIA,MiamiHeat
"$465,850",2001-02,Eddie House,MIA,MiamiHeat
"$332,817",2001-02,Malik Allen,MIA,MiamiHeat
"$332,817",2001-02,Ernest Brown,MIA,MiamiHeat
"$174,598",2001-02,Sam Mack,MIA,MiamiHeat
"$60,881",2001-02,Tang Hamilton,MIA,MiamiHeat
"$16,880,000",2000-01,Alonzo Mourning,MIA,MiamiHeat
"$12,000,000",2000-01,Tim Hardaway,MIA,MiamiHeat
"$8,960,000",2000-01,Eddie Jones,MIA,MiamiHeat
"$8,900,000",2000-01,Brian Grant,MIA,MiamiHeat
"$5,550,000",2000-01,Anthony Mason,MIA,MiamiHeat
"$4,050,000",2000-01,Dan Majerle,MIA,MiamiHeat
"$4,000,000",2000-01,Duane Causwell,MIA,MiamiHeat
"$3,937,500",2000-01,Cedric Ceballos,MIA,MiamiHeat
"$2,290,000",2000-01,Dale Ellis,MIA,MiamiHeat
"$2,250,000",2000-01,A.C. Green,MIA,MiamiHeat
"$1,200,000",2000-01,Anthony Carter,MIA,MiamiHeat
"$939,360",2000-01,Ricky Davis,MIA,MiamiHeat
"$798,500",2000-01,Don MacLean,MIA,MiamiHeat
"$733,000",2000-01,Bruce Bowen,MIA,MiamiHeat
"$611,000",2000-01,Todd Fuller,MIA,MiamiHeat
"$316,969",2000-01,Eddie House,MIA,MiamiHeat
"$40,000",2000-01,Jamal Robinson,MIA,MiamiHeat
"$16,000",2000-01,Rick Brunson,MIA,MiamiHeat
"$15,004,800",1999-00,Alonzo Mourning,MIA,MiamiHeat
"$5,600,000",1999-00,Jamal Mashburn,MIA,MiamiHeat
"$5,124,800",1999-00,P.J. Brown,MIA,MiamiHeat
"$4,800,000",1999-00,Tim Hardaway,MIA,MiamiHeat
"$3,600,000",1999-00,Dan Majerle,MIA,MiamiHeat
"$3,308,516",1999-00,Voshon Lenard,MIA,MiamiHeat
"$2,302,400",1999-00,Mark Strickland,MIA,MiamiHeat
"$2,000,000",1999-00,Otis Thorpe,MIA,MiamiHeat
"$1,925,000",1999-00,Clarence Weatherspoon,MIA,MiamiHeat
"$1,752,400",1999-00,Keith Askins,MIA,MiamiHeat
"$1,696,387",1999-00,Duane Causwell,MIA,MiamiHeat
"$1,100,000",1999-00,Rex Walters,MIA,MiamiHeat
"$728,520",1999-00,Tim James,MIA,MiamiHeat
"$510,000",1999-00,Willie Anderson,MIA,MiamiHeat
"$510,000",1999-00,Blue Edwards,MIA,MiamiHeat
"$510,000",1999-00,Ed Pinckney,MIA,MiamiHeat
"$485,000",1999-00,Amal McCaskill,MIA,MiamiHeat
"$385,000",1999-00,Anthony Carter,MIA,MiamiHeat
"$301,875",1999-00,Harold Jamison,MIA,MiamiHeat
"$301,875",1999-00,Rodney Buford,MIA,MiamiHeat
"$250,000",1999-00,Jamie Watson,MIA,MiamiHeat
"$100,000",1999-00,Corey Brewer,MIA,MiamiHeat
"$100,000",1999-00,Mark Davis,MIA,MiamiHeat
"$100,000",1999-00,Jermaine Walker,MIA,MiamiHeat
"$13,130,000",1998-99,Alonzo Mourning,MIA,MiamiHeat
"$5,600,000",1998-99,Tim Hardaway,MIA,MiamiHeat
"$5,033,000",1998-99,Jamal Mashburn,MIA,MiamiHeat
"$4,480,000",1998-99,P.J. Brown,MIA,MiamiHeat
"$3,290,000",1998-99,Dan Majerle,MIA,MiamiHeat
"$2,837,000",1998-99,Voshon Lenard,MIA,MiamiHeat
"$2,100,000",1998-99,Mark Strickland,MIA,MiamiHeat
"$1,454,000",1998-99,Duane Causwell,MIA,MiamiHeat
"$1,145,000",1998-99,Terry Mills,MIA,MiamiHeat
"$1,000,000",1998-99,Terry Porter,MIA,MiamiHeat
"$850,000",1998-99,Blue Edwards,MIA,MiamiHeat
"$725,000",1998-99,Keith Askins,MIA,MiamiHeat
"$662,500",1998-99,Marty Conlon,MIA,MiamiHeat
"$537,500",1998-99,Rex Walters,MIA,MiamiHeat
"$11,254,800",1997-98,Alonzo Mourning,MIA,MiamiHeat
"$4,800,000",1997-98,Tim Hardaway,MIA,MiamiHeat
"$4,433,334",1997-98,Jamal Mashburn,MIA,MiamiHeat
"$3,844,800",1997-98,P.J. Brown,MIA,MiamiHeat
"$2,820,000",1997-98,Dan Majerle,MIA,MiamiHeat
"$2,364,597",1997-98,Voshon Lenard,MIA,MiamiHeat
"$1,211,705",1997-98,Duane Causwell,MIA,MiamiHeat
"$1,000,000",1997-98,Terry Mills,MIA,MiamiHeat
"$750,000",1997-98,Keith Askins,MIA,MiamiHeat
"$619,200",1997-98,Charles Smith,MIA,MiamiHeat
"$384,000",1997-98,Isaac Austin,MIA,MiamiHeat
"$272,250",1997-98,Todd Day,MIA,MiamiHeat
"$272,250",1997-98,Eric Murdock,MIA,MiamiHeat
"$272,250",1997-98,Mark Strickland,MIA,MiamiHeat
"$242,000",1997-98,Malcolm Huckaby,MIA,MiamiHeat
"$50,000",1997-98,Ruben Nembhard,MIA,MiamiHeat
"$25,000",1997-98,Ben Davis,MIA,MiamiHeat
"$25,000",1997-98,Patrick Savoy,MIA,MiamiHeat
"$9,380,000",1996-97,Alonzo Mourning,MIA,MiamiHeat
"$2,500,000",1996-97,Tim Hardaway,MIA,MiamiHeat
"$2,350,000",1996-97,Dan Majerle,MIA,MiamiHeat
"$2,000,000",1996-97,P.J. Brown,MIA,MiamiHeat
"$1,892,000",1996-97,Sasha Danilovic,MIA,MiamiHeat
"$1,238,000",1996-97,Kurt Thomas,MIA,MiamiHeat
"$650,000",1996-97,Keith Askins,MIA,MiamiHeat
"$500,000",1996-97,Gary Grant,MIA,MiamiHeat
"$401,000",1996-97,Martin Muursepp,MIA,MiamiHeat
"$300,000",1996-97,Ed Pinckney,MIA,MiamiHeat
"$247,500",1996-97,Isaac Austin,MIA,MiamiHeat
"$247,500",1996-97,Tony Farmer,MIA,MiamiHeat
"$247,500",1996-97,Voshon Lenard,MIA,MiamiHeat
"$247,500",1996-97,Mark Strickland,MIA,MiamiHeat
"$220,000",1996-97,James Scott,MIA,MiamiHeat
"$4,560,000",1995-96,Alonzo Mourning,MIA,MiamiHeat
"$3,650,000",1995-96,Kevin Willis,MIA,MiamiHeat
"$3,320,000",1995-96,Billy Owens,MIA,MiamiHeat
"$1,455,000",1995-96,Sasha Danilovic,MIA,MiamiHeat
"$1,071,000",1995-96,Kurt Thomas,MIA,MiamiHeat
"$1,002,000",1995-96,Bimbo Coles,MIA,MiamiHeat
"$845,000",1995-96,Kevin Gamble,MIA,MiamiHeat
"$600,000",1995-96,Stacey King,MIA,MiamiHeat
"$600,000",1995-96,Pete Myers,MIA,MiamiHeat
"$550,000",1995-96,Keith Askins,MIA,MiamiHeat
"$400,000",1995-96,LeRon Ellis,MIA,MiamiHeat
"$225,000",1995-96,Ron Grandison,MIA,MiamiHeat
"$200,000",1995-96,Terrence Rencher,MIA,MiamiHeat
"$2,975,000",1994-95,Kevin Willis,MIA,MiamiHeat
"$2,867,000",1994-95,Billy Owens,MIA,MiamiHeat
"$2,652,000",1994-95,John Salley,MIA,MiamiHeat
"$2,600,000",1994-95,Glen Rice,MIA,MiamiHeat
"$1,459,000",1994-95,Harold Miner,MIA,MiamiHeat
"$1,402,000",1994-95,Matt Geiger,MIA,MiamiHeat
"$1,402,000",1994-95,Alec Kessler,MIA,MiamiHeat
"$1,300,000",1994-95,Khalid Reeves,MIA,MiamiHeat
"$1,052,000",1994-95,Willie Burton,MIA,MiamiHeat
"$902,000",1994-95,Bimbo Coles,MIA,MiamiHeat
"$650,000",1994-95,Kevin Gamble,MIA,MiamiHeat
"$406,000",1994-95,Keith Askins,MIA,MiamiHeat
"$325,000",1994-95,Brad Lohaus,MIA,MiamiHeat
"$150,000",1994-95,Ledell Eackles,MIA,MiamiHeat
"$3,057,000",1993-94,Rony Seikaly,MIA,MiamiHeat
"$2,452,000",1993-94,John Salley,MIA,MiamiHeat
"$2,252,000",1993-94,Steve Smith,MIA,MiamiHeat
"$2,002,000",1993-94,Glen Rice,MIA,MiamiHeat
"$1,513,000",1993-94,Brian Shaw,MIA,MiamiHeat
"$1,410,000",1993-94,Grant Long,MIA,MiamiHeat
"$1,186,000",1993-94,Harold Miner,MIA,MiamiHeat
"$1,002,000",1993-94,Willie Burton,MIA,MiamiHeat
"$922,000",1993-94,Alec Kessler,MIA,MiamiHeat
"$802,000",1993-94,Bimbo Coles,MIA,MiamiHeat
"$650,000",1993-94,Manute Bol,MIA,MiamiHeat
"$313,000",1993-94,Keith Askins,MIA,MiamiHeat
"$250,000",1993-94,Matt Geiger,MIA,MiamiHeat
"$2,382,000",1992-93,Rony Seikaly,MIA,MiamiHeat
"$2,252,000",1992-93,Steve Smith,MIA,MiamiHeat
"$2,002,000",1992-93,John Salley,MIA,MiamiHeat
"$1,552,000",1992-93,Glen Rice,MIA,MiamiHeat
"$1,413,000",1992-93,Brian Shaw,MIA,MiamiHeat
"$1,258,000",1992-93,Grant Long,MIA,MiamiHeat
"$912,000",1992-93,Harold Miner,MIA,MiamiHeat
"$802,000",1992-93,Willie Burton,MIA,MiamiHeat
"$762,000",1992-93,Alec Kessler,MIA,MiamiHeat
"$750,000",1992-93,Kevin Edwards,MIA,MiamiHeat
"$650,000",1992-93,Bimbo Coles,MIA,MiamiHeat
"$250,000",1992-93,Keith Askins,MIA,MiamiHeat
"$140,000",1992-93,Matt Geiger,MIA,MiamiHeat
"$2,250,000",1991-92,Steve Smith,MIA,MiamiHeat
"$2,002,000",1991-92,Rony Seikaly,MIA,MiamiHeat
"$1,402,000",1991-92,Willie Burton,MIA,MiamiHeat
"$1,302,000",1991-92,Glen Rice,MIA,MiamiHeat
"$1,250,000",1991-92,Sherman Douglas,MIA,MiamiHeat
"$1,122,000",1991-92,Alec Kessler,MIA,MiamiHeat
"$600,000",1991-92,Kevin Edwards,MIA,MiamiHeat
"$385,000",1991-92,Jeff Sanders,MIA,MiamiHeat
"$333,000",1991-92,Jon Sundvold,MIA,MiamiHeat
"$252,000",1991-92,Grant Long,MIA,MiamiHeat
"$212,000",1991-92,Bimbo Coles,MIA,MiamiHeat
"$202,000",1991-92,Keith Askins,MIA,MiamiHeat
"$202,000",1991-92,Alan Ogg,MIA,MiamiHeat
"$2,000,000",1990-91,Willie Burton,MIA,MiamiHeat
"$1,600,000",1990-91,Alec Kessler,MIA,MiamiHeat
"$1,550,000",1990-91,Glen Rice,MIA,MiamiHeat
"$755,000",1990-91,Rony Seikaly,MIA,MiamiHeat
"$425,000",1990-91,Kevin Edwards,MIA,MiamiHeat
"$400,000",1990-91,Billy Thompson,MIA,MiamiHeat
"$335,000",1990-91,Jon Sundvold,MIA,MiamiHeat
"$325,000",1990-91,Sherman Douglas,MIA,MiamiHeat
"$300,000",1990-91,Grant Long,MIA,MiamiHeat
"$290,000",1990-91,Bimbo Coles,MIA,MiamiHeat
